,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label_30,label_60,label_90
0,600820.XSHG,2009-04-29,29.62,29.618,2.33,0.69,5.01,600820.XSHG,1.89,1.89,0.47,2.17,9.07,99.2,2.28,2.17,0.25,3.14,1.38,31.04,56.94,,99.53,-3.78,-470.23,21.15,-14.65,21.15,-14.65,-7.56,6.61,19.42,-39.19,19.85,-38.81,-1,-1,-1
0,600820.XSHG,2009-08-08,28.71,29.8438,2.32,0.67,4.28,600820.XSHG,2.5,2.5,0.6,2.84,11.0,97.92,3.51,2.84,0.43,3.98,1.4,57.28,39.2,,99.65,4.86,233.34,18.02,1.75,18.02,1.75,75.05,56.63,83.39,33.33,84.1,32.76,-1,-1,-1
0,600820.XSHG,2009-10-29,26.92,31.8769,2.43,0.69,4.95,600820.XSHG,1.86,1.86,0.45,1.84,10.9,99.52,1.71,1.84,0.26,6.34,1.14,20.66,53.44,,107.54,8.46,1776.77,18.3,17.56,18.3,17.56,197.53,-42.85,161.9,-23.81,168.32,-24.75,-1,-1,-1
0,600820.XSHG,2010-03-23,26.15,34.8638,2.58,0.72,7.79,600820.XSHG,3.4,3.4,0.79,2.76,7.45,102.15,1.79,2.76,0.23,4.81,1.08,-57.1,104.66,,37.99,41.96,-1950.55,24.28,21.74,24.28,21.74,55.84,27.75,29.46,82.21,30.62,85.43,-1,-1,-1
0,600820.XSHG,2010-04-29,27.23,27.2289,2.42,0.65,4.81,600820.XSHG,2.13,2.13,0.48,2.31,9.32,98.16,3.04,2.31,0.37,3.1,1.15,62.6,40.61,,96.94,-2.86,-155.06,13.39,-22.13,13.39,-22.13,74.41,32.14,40.46,-34.78,42.68,-33.87,-1,-1,-1
0,600820.XSHG,2010-08-26,15.91,17.041,1.5,0.4,7.04,600820.XSHG,4.6,4.6,1.02,5.3,10.73,97.59,3.64,5.3,0.29,3.75,1.22,38.94,20.0,,111.13,3.25,135.23,6.21,-4.7,6.21,-4.7,1.52,14.2,78.99,118.51,80.79,116.78,-1,-1,-1
0,600820.XSHG,2010-10-27,16.69,21.6977,1.87,0.5,11.31,600820.XSHG,2.33,2.33,0.52,2.83,12.26,99.57,2.36,2.83,0.27,7.06,1.71,12.73,57.24,,94.65,-1.21,-282.51,-13.38,-4.13,-13.38,-4.13,19.8,-37.86,33.02,-48.77,36.13,-48.79,1,1,1
0,600820.XSHG,2011-03-23,16.29,22.3078,1.82,0.53,362.56,600820.XSHG,4.49,4.49,0.99,4.01,13.79,100.09,4.88,4.01,0.3,6.51,1.21,-1.6,93.1,,65.21,7.12,-8307.0195,-0.63,39.66,-0.63,39.66,170.9,188.88,44.53,97.99,45.87,98.69,1,1,1
0,600820.XSHG,2011-04-28,15.26,15.2614,1.88,0.56,-5.38,600820.XSHG,1.57,1.57,0.34,2.54,10.03,98.62,3.82,2.54,0.27,4.13,1.54,41.2,73.31,,118.32,-14.23,-1034.61,-27.3,-43.03,-27.3,-43.03,-8.59,-55.41,-19.93,-63.87,-17.76,-62.71,-1,-1,-1
0,600820.XSHG,2011-08-18,14.55,14.1476,1.74,0.55,-6.75,600820.XSHG,3.45,3.45,0.76,5.48,15.27,95.47,5.93,5.48,0.4,5.51,2.26,72.45,22.35,,103.64,12.33,272.07,-19.74,5.21,-19.74,5.21,30.66,63.25,-16.97,126.6,-16.98,118.82,-1,-1,-1
0,600820.XSHG,2011-10-27,12.34,11.2969,1.36,0.46,-6.13,600820.XSHG,1.88,1.88,0.42,3.07,11.81,99.28,2.98,3.07,0.14,4.82,2.42,19.42,61.12,,92.99,20.18,2808.3,-15.85,0.52,-15.85,0.52,6.19,-49.5,-8.57,-43.59,-10.57,-44.84,-1,-1,-1
0,600820.XSHG,2012-04-20,11.62,10.435,1.26,0.45,-25.7,600820.XSHG,4.5,4.5,0.98,3.53,14.13,99.46,2.49,3.53,0.08,8.21,1.09,13.27,47.64,,75.29,24.42,4492.1099,26.47,109.91,26.47,109.91,-35.39,75.78,11.41,141.25,10.92,146.45,1,1,1
0,600820.XSHG,2012-04-28,11.31,10.864,1.16,0.43,-25.01,600820.XSHG,1.46,1.46,0.32,3.65,11.45,99.22,3.96,3.65,0.26,7.1,2.97,16.65,67.93,,166.53,-31.59,-4048.1499,-28.01,-67.57,-28.01,-67.57,-25.33,-48.47,3.29,-66.5,1.12,-66.01,1,1,1
0,600820.XSHG,2012-08-29,22.31,22.3478,2.37,0.86,-213.39,600820.XSHG,5.75,5.75,1.35,7.71,18.51,102.3,7.48,7.71,0.16,4.76,7.07,-23.07,98.19,,87.21,12.73,-554.19,13.63,205.67,13.63,205.67,-33.94,476.55,-23.3,545.65,-23.79,516.29,-1,1,1
0,600820.XSHG,2012-10-30,27.34,20.1633,1.01,0.74,-29.64,600820.XSHG,3.4,3.4,0.81,6.5,3.75,99.98,6.99,6.5,0.18,5.37,5.86,0.31,91.0,,144.27,23.07,98439.8438,7.99,-28.74,7.99,-28.74,85.31,-33.39,50.11,-39.93,50.96,-39.79,-1,-1,-1
0,600820.XSHG,2013-04-20,25.12,22.85,1.07,0.82,30.22,600820.XSHG,4.78,4.78,1.09,3.9,13.69,99.11,4.69,3.9,0.06,6.92,1.49,14.47,61.5,,51.72,8.72,977.29,25.37,140.36,25.37,140.36,99.38,61.15,25.39,44.15,22.44,44.09,-1,-1,-1
0,600820.XSHG,2013-04-27,25.59,10.4589,1.09,0.83,30.78,600820.XSHG,1.82,1.46,0.42,5.36,10.76,102.15,5.75,5.36,0.18,7.18,5.14,-30.06,110.5,80.23,152.71,-20.01,931.41,50.38,-61.8,50.38,-61.8,39.61,-53.14,41.16,-47.42,44.51,-46.66,-1,-1,-1
0,600820.XSHG,2013-08-22,7.97,8.4055,0.86,0.42,68.13,600820.XSHG,3.65,3.12,0.85,7.55,12.74,98.15,7.85,7.55,0.18,3.48,3.35,19.4,62.83,85.4,72.92,-9.66,-521.4,5.83,44.28,5.83,44.28,21.88,97.03,11.05,103.04,10.9,101.75,-1,-1,-1
0,600820.XSHG,2013-10-30,9.12,9.9286,0.95,0.48,24.56,600820.XSHG,2.48,2.17,0.57,5.49,13.02,99.42,6.22,5.49,0.21,3.63,4.73,8.22,80.16,87.7,89.15,-12.78,-2210.45,28.18,-3.25,28.18,-3.25,14.01,-23.38,8.37,-29.58,8.61,-29.96,-1,-1,-1
0,600820.XSHG,2014-04-03,9.23,10.2332,0.95,0.48,13.08,600820.XSHG,3.35,2.65,0.74,4.5,12.83,100.65,4.3,4.5,0.02,6.5,2.37,-11.82,90.41,79.09,69.15,30.54,-4721.2798,-12.49,64.1,-12.49,64.1,-19.65,13.57,0.92,34.25,3.46,37.25,-1,-1,-1
0,600820.XSHG,2014-04-29,10.21,10.1069,1.02,0.53,14.47,600820.XSHG,2.12,2.03,0.47,6.36,11.67,98.87,7.73,6.36,0.16,4.95,5.68,13.4,78.38,96.13,164.69,14.12,1250.9399,11.73,-51.22,11.73,-51.22,50.32,-12.32,32.43,-31.01,31.77,-32.06,-1,-1,-1
0,600820.XSHG,2014-08-28,9.77,10.2525,1.0,0.55,5.6,600820.XSHG,2.8,2.17,0.62,6.53,13.97,99.06,6.31,6.53,0.1,4.66,3.93,12.11,68.79,77.64,71.87,5.95,630.71,1.12,30.58,1.12,30.58,-18.76,6.48,-12.58,34.04,-12.16,34.5,-1,1,1
0,600820.XSHG,2014-10-30,13.33,13.4769,1.24,0.72,13.1,600820.XSHG,2.35,2.03,0.52,5.08,13.86,98.38,6.38,5.08,0.09,3.67,4.92,23.05,67.68,86.57,93.0,4.3,265.52,14.84,9.88,14.84,9.88,17.82,11.13,6.12,-14.52,8.51,-13.48,-1,-1,-1
0,600820.XSHG,2015-04-11,19.55,20.1428,1.66,1.05,40.49,600820.XSHG,3.26,2.15,0.8,4.96,11.29,103.2,5.69,4.96,0.03,8.01,2.21,-47.89,133.16,65.88,108.3,25.59,-800.17,7.0,52.89,7.0,52.89,41.6,36.48,17.95,49.22,16.65,47.54,-1,1,1
0,600820.XSHG,2015-04-29,26.3,25.064,2.19,1.41,54.46,600820.XSHG,1.87,1.65,0.51,6.22,14.2,97.64,7.93,6.22,0.07,6.73,4.77,27.87,65.94,88.45,160.03,-18.83,-799.04,11.86,-49.01,11.86,-49.01,14.77,-28.93,9.38,-36.02,10.66,-35.55,1,1,1
0,600820.XSHG,2015-08-29,29.71,30.3205,2.6,1.63,1344.4399,600820.XSHG,2.16,1.92,0.59,6.39,12.25,98.66,6.94,6.39,0.07,4.48,2.98,17.11,71.55,88.99,83.74,30.14,2251.1599,-1.85,14.58,-1.85,14.58,7.99,0.19,-3.91,17.74,-4.04,16.63,1,1,1
0,600820.XSHG,2015-10-28,25.87,26.1243,2.24,1.41,20.71,600820.XSHG,1.86,1.64,0.5,5.23,11.37,104.3,7.2,5.23,0.08,6.61,5.37,-55.45,148.45,88.26,94.82,-7.73,179.91,-6.05,5.17,-6.05,5.17,6.14,9.22,-3.31,-13.98,-4.91,-14.27,-1,-1,-1
0,600820.XSHG,2016-04-15,24.03,24.0037,2.08,1.31,12.39,600820.XSHG,3.38,3.04,0.91,5.15,13.27,101.5,6.01,5.15,0.04,9.6,2.51,-24.06,120.53,89.82,83.38,11.0,-733.89,14.35,86.09,14.35,86.09,20.64,55.14,18.92,83.53,19.28,85.08,-1,-1,-1
0,600820.XSHG,2016-04-28,18.61,17.4974,1.61,1.02,9.59,600820.XSHG,1.9,1.82,0.52,6.44,12.75,98.81,8.1,6.44,0.08,6.09,2.86,14.11,82.3,95.45,182.89,-15.06,-1270.26,5.02,-53.17,5.02,-53.17,7.18,-36.86,8.81,-41.46,8.52,-41.36,-1,-1,-1
0,600820.XSHG,2016-08-27,17.52,17.816,1.55,0.98,9.63,600820.XSHG,2.2565,2.0323,0.6216,6.1104,12.4968,97.2198,7.747,6.1104,0.0772,6.2608,1.7969,32.3393,57.7733,90.0631,21.7176,16.4334,591.0796,15.3295,25.8367,15.3295,25.8367,28.7821,20.3788,10.3001,19.3513,11.0448,19.3493,-1,-1,-1
0,600820.XSHG,2016-10-28,19.78,20.619,1.81,1.09,34.7,600820.XSHG,2.0328,1.9097,0.562,5.6416,9.955,97.8624,7.0807,5.6416,0.0639,7.2172,2.4138,28.6438,66.2393,93.9428,96.5272,0.9624,45.0216,7.8624,-1.6371,7.8624,-1.6371,6.0023,-10.0971,16.4506,-9.1837,17.4309,-9.3351,-1,-1,-1
0,600820.XSHG,2017-04-15,21.48,23.3795,1.99,1.21,-107.15,600820.XSHG,3.4484,3.048,0.9464,5.4653,12.1366,97.7159,5.6854,5.4653,0.0625,7.7658,1.5704,35.9213,53.4918,88.3897,112.2679,32.1768,1408.7369,4.5528,80.3797,4.5528,80.3797,-1.0379,44.8341,10.8741,74.7434,10.5736,74.2744,-1,-1,-1
0,600820.XSHG,2017-04-28,20.6,22.1903,1.91,1.16,-102.72,600820.XSHG,1.967,1.6486,0.5572,6.7872,10.5956,97.6043,7.657,6.7872,0.0966,6.8723,2.3349,27.1826,59.698,83.8118,165.1789,-16.6053,-693.1395,5.1799,-52.8907,5.1799,-52.8907,-0.5516,-36.5541,10.8098,-41.4959,10.4197,-41.4464,-1,-1,-1
,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label_30,label_60,label_90
0,600821.XSHG,2006-04-29,93.69,93.695,1.67,1.22,10.53,600821.XSHG,0.13,0.13,0.06,0.22,8.63,101.15,-1.15,0.22,3.16,5.86,0.33,-525.64,0.0,,112.26,-4.89,424.78,-10.52,229.63,-10.52,229.63,-682.95,81.83,-75.76,-91.66,-75.76,-91.66,1,1,1
0,600821.XSHG,2006-08-31,130.7,130.7006,2.33,1.7,14.69,600821.XSHG,-0.12,-0.12,-0.06,-0.14,4.38,100.72,-0.72,-0.14,1.37,2.81,0.77,515.64,0.0,,115.19,9.68,-1351.76,36.93,48.23,36.93,48.23,-2103.27,7.74,-136.1,-194.05,-136.1,-194.05,-1,-1,-1
0,600821.XSHG,2006-10-30,136.32,136.3193,2.43,1.77,15.32,600821.XSHG,-0.44,-0.44,-0.22,-0.62,4.45,100.79,-0.64,-0.62,1.16,3.14,0.76,128.98,-25.33,,118.53,-6.76,851.56,33.4,-16.74,33.4,-16.74,57.39,25.83,26.45,-269.0,26.45,-269.0,-1,-1,-1
0,600821.XSHG,2007-04-26,123.62,123.621,2.21,1.61,13.89,600821.XSHG,-3.64,-3.64,-1.89,4.4,-4.47,88.87,10.75,4.4,0.16,-12.09,-2.09,712.37,-24.27,,77.66,-9.32,-83.77,-88.55,-217.86,-88.55,-217.86,-146.97,-1886.25,-344.08,-743.09,-344.08,-743.09,1,1,1
0,600821.XSHG,2007-04-30,280.86,387.7656,4.8,3.66,31.56,600821.XSHG,0.42,0.42,0.23,0.63,6.17,99.37,0.63,0.63,1.27,2.86,1.0,99.94,0.0,,122.36,1.0,158.73,19.56,182.2,19.56,182.2,165.72,104.83,245.62,111.81,245.62,111.81,-1,-1,-1
0,600821.XSHG,2007-08-24,-110.4,328.982,4.05,2.97,33.4,600821.XSHG,0.33,0.33,0.18,0.5,4.9,101.38,0.58,0.5,0.9,4.51,0.57,-243.57,346.7,,132.25,3.62,-262.86,-19.74,-0.5,-19.74,-0.5,165.3,-8.33,386.36,-22.08,386.36,-22.08,1,1,1
0,600821.XSHG,2007-10-25,-260.82,683.7462,8.39,7.01,105.31,600821.XSHG,-0.4,-0.4,-0.22,-0.59,3.9,102.47,-2.33,-0.59,0.96,4.16,0.98,449.26,-24.79,,97.21,-4.51,182.42,-1.06,2.64,-1.06,2.64,-262.06,-511.26,5.15,-222.23,5.15,-222.23,-1,1,1
0,600821.XSHG,2008-03-29,-212.29,552.7722,6.8,5.7,85.75,600821.XSHG,0.37,0.37,0.21,-0.51,-6.87,99.5,-0.51,-0.51,-1.0,-5.21,-2.15,-24.37,49.49,,88.79,-24.04,-4842.9502,7.97,-209.63,7.97,-209.63,104.38,124.03,110.59,194.12,110.59,194.12,-1,-1,-1
0,600821.XSHG,2008-04-28,684.67,684.6717,4.88,3.94,45.85,600821.XSHG,0.9,0.9,0.51,3.1,14.67,98.83,3.26,3.1,2.79,7.72,1.69,35.95,63.98,,116.8,-1.18,-100.09,-55.74,139.53,-55.74,139.53,128.41,152.1,116.55,141.57,116.55,141.57,-1,-1,-1
0,600821.XSHG,2008-08-27,235.63,395.0029,2.84,3.22,28.28,600821.XSHG,-0.39,-0.39,-0.23,-2.07,14.42,109.09,-7.14,-2.07,2.91,16.57,3.07,424.29,-91.06,,126.7,-21.66,238.21,-70.82,-34.41,-70.82,-34.41,-457.6,-243.53,-221.91,-143.86,-221.91,-143.86,1,1,1
0,600821.XSHG,2008-10-31,439.57,295.8133,2.12,5.08,44.65,600821.XSHG,-0.25,-0.25,-0.14,-0.82,9.44,104.46,-3.8,-0.82,1.58,9.23,2.27,525.02,-77.25,,108.63,24.46,-548.33,-54.34,60.64,-54.34,60.64,25.59,14.43,36.82,36.65,36.82,36.65,1,1,1
0,600821.XSHG,2009-04-18,277.43,243.1462,2.06,33.32,16.96,600821.XSHG,-16.25,-16.25,-8.64,-90.48,20.79,176.65,-78.46,-90.48,5.64,36.53,15.18,84.67,2.01,,120.12,88.76,-115.81,122.53,-45.9,122.53,-45.9,-3555.28,-1015.94,-4124.52,-5895.2598,-4124.52,-5895.2598,-1,-1,-1
0,600821.XSHG,2009-04-30,397.61,-16.9331,2.94,47.76,24.31,600821.XSHG,0.44,0.44,0.21,1.47,15.48,101.31,1.53,1.47,2.37,11.57,1.65,-86.06,186.16,,118.21,36.88,-2807.02,-13.19,52.29,-13.19,52.29,-59.35,102.97,-58.76,102.48,-58.76,102.48,-1,-1,-1
0,600821.XSHG,2009-08-28,-20.22,-20.9424,3.64,3.37,-20.99,600821.XSHG,0.04,0.04,0.02,0.22,16.8,100.02,-2.31,0.22,2.66,12.26,0.69,-3.16,-372.75,,117.71,-76.96,396786.0312,-18.99,-38.79,-18.99,-38.79,73.83,-192.4,108.47,-90.99,108.47,-90.99,1,1,1
0,600821.XSHG,2009-10-28,-18.94,-19.0657,3.31,3.2,-14.02,600821.XSHG,0.03,0.03,0.02,0.16,15.22,109.62,-7.37,0.16,2.41,16.57,4.62,-2224.6499,520.08,,120.42,-85.79,891.51,-44.02,11.01,-44.02,11.01,-8.52,-254.8,111.14,-16.63,111.14,-16.63,1,1,1
0,600821.XSHG,2010-04-28,-25.69,-25.3783,4.49,5.03,-23.93,600821.XSHG,0.1,0.1,0.05,0.39,15.96,186.63,7.94,0.39,7.19,35.23,9.52,50582.1797,-55217.3789,,149.88,83.55,-96.45,30.73,26.33,30.73,26.33,111.63,236.0,100.51,204.28,100.51,204.28,-1,-1,-1
0,600821.XSHG,2010-04-30,-31.3,881.209,5.45,6.13,-29.16,600821.XSHG,0.42,0.42,0.17,1.35,15.41,99.6,1.27,1.35,2.18,10.07,1.58,29.98,64.37,,101.94,9.09,2245.9199,3.31,20.35,3.31,20.35,-13.92,-80.69,-5.18,315.08,-5.18,315.08,-1,-1,-1
0,600821.XSHG,2010-08-25,626.14,602.8685,3.73,3.88,167.9,600821.XSHG,0.07,0.07,0.03,0.17,8.45,100.24,0.17,0.17,0.85,5.82,1.41,-144.31,244.13,,128.3,21.85,-8975.5,128.35,35.3,128.35,35.3,116.67,-82.11,78.07,-83.09,78.07,-83.09,-1,-1,-1
0,600821.XSHG,2010-10-28,744.9,754.8011,4.66,3.9,12.42,600821.XSHG,0.04,0.04,0.02,0.12,11.55,101.08,0.13,0.12,1.49,9.3,0.91,-878.47,986.11,,111.27,-18.62,1726.21,69.73,-17.49,69.73,-17.49,103.04,-35.25,28.27,-39.95,28.27,-39.95,-1,1,1
0,600821.XSHG,2011-04-27,725.6,746.2929,4.59,3.44,-215.84,600821.XSHG,0.68,0.68,0.27,-89.11,-702.27,-1155.72,733.35,-89.11,-102.27,-1189.27,-349.96,-1380.03,574.08,,-985.05,183.09,14.58,-102.94,-102.19,-102.94,-102.19,-371.57,-12239.4902,569.28,1487.59,569.28,1487.59,1,1,1
0,600821.XSHG,2011-04-30,889.86,466.5537,5.6,4.22,-264.7,600821.XSHG,0.53,0.53,0.2,1.37,14.99,96.79,1.42,1.37,1.88,7.01,1.5,224.61,-124.79,,104.22,19.74,615.83,25.43,5235.1299,25.43,5235.1299,40.34,109.98,27.64,-20.84,27.64,-20.84,1,1,1
0,600821.XSHG,2011-08-08,381.08,417.6058,5.02,4.39,-62.47,600821.XSHG,-0.04,-0.04,-0.02,-0.1,10.08,102.27,-0.17,-0.1,0.62,8.92,1.86,1309.59,-1210.78,,134.13,-4.75,209.13,0.33,8.22,0.33,8.22,-202.18,-113.03,-156.71,-107.51,-156.71,-107.51,-1,-1,-1
0,600821.XSHG,2011-10-28,337.59,338.9175,4.06,3.56,-10.68,600821.XSHG,0.25,0.25,0.09,0.97,15.34,101.37,0.93,0.97,1.73,10.22,2.98,-135.36,227.43,,103.09,-23.79,1731.01,-26.99,-39.95,-26.99,-39.95,416.44,427.29,478.94,713.08,478.94,713.08,-1,-1,-1
0,600821.XSHG,2012-04-27,208.18,244.1197,2.93,2.79,-27.6,600821.XSHG,0.66,0.66,0.24,1.24,10.41,146.22,-1.28,1.24,5.55,33.2,7.97,-5081.8701,4941.0898,,109.83,24.57,-53.16,7143.1899,111.06,7143.1899,111.06,87.7,-389.08,-1.84,169.19,-1.84,169.19,-1,-1,-1
0,600821.XSHG,2012-04-28,225.61,227.6073,3.15,3.03,-29.91,600821.XSHG,0.55,0.55,0.2,1.29,13.48,104.08,1.28,1.29,1.24,13.36,2.13,-316.99,416.71,,111.56,-36.51,895.78,11.29,-18.86,11.29,-18.86,0.15,181.25,4.18,-15.99,4.18,-15.99,-1,-1,-1
0,600821.XSHG,2012-07-11,245.55,249.4619,3.43,2.13,-18.73,600821.XSHG,0.23,0.23,0.08,0.42,8.62,107.94,0.41,0.42,0.69,9.17,5.92,-1893.41,1991.74,,119.53,23.02,-289.72,33.08,29.42,33.08,29.42,420.11,-58.36,685.49,-57.77,685.49,-57.77,-1,-1,-1
0,600821.XSHG,2012-10-31,181.62,220.1448,3.02,1.74,815.07,600821.XSHG,0.06,0.06,0.02,0.18,13.2,109.81,0.18,0.18,1.29,15.11,5.48,-5389.9102,5489.5698,,119.8,-10.87,110.87,37.67,-37.88,37.67,-37.88,-73.3,-72.7,-74.28,-73.06,-74.28,-73.06,-1,-1,-1
0,600821.XSHG,2013-03-27,203.99,220.6778,3.0,1.65,-60.13,600821.XSHG,0.86,0.86,0.25,73.37,782.32,2012.87,254.11,73.37,993.73,973.22,292.31,-746.76,845.96,,2500.3999,1585.42,-82.88,-98.12,-97.12,-98.12,-97.12,472.92,3937.6101,11.02,1061.8101,32.58,1287.38,-1,-1,-1
0,600821.XSHG,2013-04-27,182.9,182.9027,3.08,2.35,-30.78,600821.XSHG,0.61,0.6,0.2,1.31,14.82,99.71,1.31,1.31,1.25,10.46,1.36,22.46,77.34,98.87,114.16,19.38,6575.21,10.68,4678.7798,10.68,4678.7798,13.04,-75.37,12.95,-14.53,12.95,-28.43,-1,1,1
0,600821.XSHG,2013-08-03,159.86,166.5105,2.78,2.07,238.61,600821.XSHG,0.26,0.2,0.09,0.64,10.39,115.94,0.73,0.64,1.42,15.19,8.17,-2506.3,2621.28,76.54,119.44,-42.38,265.87,-24.1,-11.26,-24.1,-11.26,34.52,-50.45,15.04,-56.99,15.04,-56.99,1,1,1
0,600821.XSHG,2013-10-28,185.23,196.7067,3.26,2.7,-25.74,600821.XSHG,0.48,0.47,0.16,2.02,14.71,111.51,2.01,2.02,1.42,17.1,7.96,-570.51,670.39,96.67,111.52,-26.79,232.89,-28.5,-41.48,-28.5,-41.48,694.35,61.2,692.53,85.56,692.53,85.56,1,1,1
