,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label_30,label_60,label_90
0,002438.XSHE,2013-07-30,32.92,34.7496,2.65,4.86,-52.85,002438.XSHE,2.32,2.19,1.67,14.59,36.54,83.69,16.31,14.59,5.49,12.47,-0.91,94.73,0.0,94.74,83.33,5.95,36.5,3.5,42.07,3.5,42.07,-4.15,62.84,-6.96,64.2,-6.96,64.2,-1,-1,-1
0,002438.XSHE,2013-10-22,35.03,36.1895,2.69,5.01,-135.6,002438.XSHE,1.76,1.63,1.28,12.32,36.67,87.1,12.9,12.32,9.31,14.25,-1.32,92.18,0.0,92.68,84.67,-3.73,-28.9,12.79,-9.04,12.79,-9.04,-13.65,-28.02,0.68,-23.15,0.68,-23.15,-1,1,1
0,002438.XSHE,2014-03-18,39.03,40.3812,2.94,5.43,-517.68,002438.XSHE,2.21,2.16,1.59,12.06,38.66,86.37,13.63,12.06,12.72,9.58,-0.03,97.61,0.0,97.65,105.09,32.95,241.66,21.32,29.35,21.32,29.35,-6.22,36.64,-6.61,26.53,-6.61,26.53,-1,-1,-1
0,002438.XSHE,2014-04-18,48.07,48.0744,3.49,6.2,-248.52,002438.XSHE,1.43,1.31,1.04,12.01,36.76,87.3,12.7,12.01,11.44,12.99,-3.52,88.83,0.0,91.54,89.35,-34.04,-268.11,13.1,-32.33,13.1,-32.33,0.94,-36.98,7.64,-32.58,7.64,-32.58,-1,-1,-1
0,002438.XSHE,2014-07-29,49.75,50.4418,3.64,6.35,-80.72,002438.XSHE,1.84,1.62,1.35,14.08,36.18,86.08,14.58,14.08,8.87,14.3,-0.38,86.35,4.07,88.47,112.49,7.09,50.91,-12.62,9.75,-12.62,9.75,-21.89,26.01,-15.66,28.64,-15.66,28.64,-1,-1,-1
0,002438.XSHE,2014-10-21,60.8,58.8067,4.19,7.65,-27.61,002438.XSHE,1.26,1.12,0.93,10.32,41.39,90.7,10.27,10.32,10.07,19.94,-0.52,79.94,8.34,88.77,140.9,25.24,271.33,-9.59,-5.89,-9.59,-5.89,-28.03,-33.67,-24.26,-30.98,-24.26,-30.98,1,1,1
0,002438.XSHE,2015-03-31,70.34,64.1097,4.5,8.54,-29.75,002438.XSHE,1.41,1.2,1.03,9.95,33.28,88.79,12.15,9.95,13.43,5.11,-0.38,97.21,8.17,85.23,126.35,34.35,306.36,-18.38,16.78,-18.38,16.78,-27.23,38.16,-32.65,12.52,-32.65,12.52,-1,-1,-1
0,002438.XSHE,2015-04-21,109.69,109.6883,6.23,12.68,-41.06,002438.XSHE,1.07,0.83,0.79,9.65,30.93,91.27,9.71,9.65,7.13,15.54,-1.7,77.65,8.72,77.9,81.6,-39.98,-458.1,-2.56,-19.22,-2.56,-19.22,-25.51,-35.49,-21.7,-21.62,-21.7,-21.62,-1,1,1
0,002438.XSHE,2015-07-28,132.75,126.0372,7.17,14.63,-49.8,002438.XSHE,0.75,0.58,0.55,7.39,40.07,94.11,7.15,7.39,14.06,19.43,0.22,74.98,16.08,77.44,137.94,10.82,183.9,-18.77,-8.51,-18.77,-8.51,-60.17,-32.62,-57.37,-29.97,-57.37,-29.97,1,1,1
0,002438.XSHE,2015-10-20,91.57,70.6133,4.02,8.62,-108.75,002438.XSHE,0.41,0.25,0.3,4.8,38.81,96.2,4.77,4.8,16.57,15.94,0.54,63.02,16.06,60.61,139.11,-23.04,-606.55,-27.99,-16.56,-27.99,-16.56,-66.58,-44.36,-66.5,-45.76,-66.5,-45.76,-1,1,1
0,002438.XSHE,2016-04-12,171.31,112.0681,6.12,14.17,-114.42,002438.XSHE,-0.43,-0.5,-0.29,-3.01,28.24,103.77,-3.22,-3.01,10.79,12.98,0.72,117.25,-17.15,,97.04,7.57,-200.66,13.77,84.49,13.77,84.49,-130.14,-224.61,-134.37,-215.45,-134.37,-215.45,-1,1,1
0,002438.XSHE,2016-04-23,121.75,248.8939,4.35,10.07,-81.32,002438.XSHE,1.26,1.14,0.82,10.67,39.56,88.31,12.15,10.67,9.97,15.69,0.56,90.57,3.58,90.32,100.09,7.72,66.01,30.68,-7.21,30.68,-7.21,63.57,450.1,44.47,429.44,44.47,429.44,-1,1,1
0,002438.XSHE,2016-08-16,228.16,289.9567,4.05,10.46,-456.58,002438.XSHE,0.8219,0.7043,0.5314,6.2872,39.353,94.0502,6.1708,6.2872,8.6747,17.7405,2.7155,84.8789,3.1529,85.6906,99.0083,-30.9177,-519.6453,62.201,13.5587,62.201,13.5587,40.0083,-42.3223,38.0316,-33.0872,38.0316,-33.0872,-1,-1,-1
0,002438.XSHE,2016-10-25,196.69,281.8766,3.93,9.0,-195.03,002438.XSHE,0.6586,0.445,0.4165,5.7553,36.9222,95.7377,3.4525,5.7553,12.1651,17.6648,1.4297,65.9813,-12.536,67.5634,145.062,29.0339,681.1874,70.8974,-12.089,70.8974,-12.089,23.7616,-50.8151,104.8082,-19.5265,104.8082,-19.5265,-1,-1,-1
0,002438.XSHE,2017-03-21,163.64,274.1939,3.8,7.89,-917.52,002438.XSHE,1.6047,1.162,1.0043,11.2682,46.0635,88.7658,11.2417,11.2682,10.7183,14.1732,2.9333,79.0011,0.0527,72.411,100.7013,5.1877,46.1779,16.7683,26.0526,16.7683,26.0526,507.6472,310.445,537.8029,146.7965,537.8029,146.7965,-1,-1,-1
0,002438.XSHE,2017-04-22,95.27,95.2716,4.03,8.19,-381.21,002438.XSHE,1.034,0.9596,0.7068,9.8029,33.077,89.3836,10.5305,9.8029,6.3915,12.4352,1.7584,92.7498,-0.7506,92.8042,126.3818,-11.1162,-104.7081,12.0512,-10.9567,12.0512,-10.9567,-2.8792,-16.5901,2.9448,-22.5354,2.9448,-22.5354,-1,-1,-1
0,002438.XSHE,2017-08-15,78.5536,79.2077,2.4413,6.6232,20.8329,002438.XSHE,0.6432,0.5143,0.4626,6.4584,37.4289,93.9081,6.2752,6.4584,11.9345,15.3801,1.3607,79.9934,2.4073,79.9476,126.4169,20.2703,332.7419,8.0853,9.5394,8.0853,9.5394,9.9151,-34.7241,11.0286,-27.8328,11.0286,-27.8328,-1,-1,-1
,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label_30,label_60,label_90
0,002439.XSHE,2010-08-25,66.37,69.3182,3.95,11.57,159.36,002439.XSHE,-1.24,-1.24,-0.98,-11.26,57.67,119.61,-20.41,-11.26,43.62,30.22,0.28,134.02,5.47,,103.22,-13.51,68.88,46.52,132.54,46.52,132.54,-3.01,33.92,-6.81,-13.18,4.98,-13.95,1,1,1
0,002439.XSHE,2010-10-25,68.05,71.6028,4.08,11.14,5.92,002439.XSHE,-0.17,-0.17,-0.01,-0.19,67.59,114.06,-14.87,-0.19,48.17,30.58,0.13,9285.8496,529.92,,120.54,6.91,-49.15,62.32,-12.9,62.32,-12.9,12.41,36.57,94.65,98.56,45.48,86.61,1,1,1
0,002439.XSHE,2011-03-04,75.79,81.0076,4.24,11.76,6.47,002439.XSHE,11.37,11.37,8.94,38.0,66.79,67.32,33.23,38.0,19.9,12.34,-1.58,78.31,1.33,,83.28,47.21,144.48,4.92,226.15,4.92,226.15,-5.38,829.07,7.08,66487.7188,6.34,7382.7202,-1,-1,-1
0,002439.XSHE,2011-04-29,70.1,70.0956,4.26,11.45,7.36,002439.XSHE,-0.59,-0.59,-0.54,-16.48,74.64,154.31,-56.78,-16.48,67.27,60.93,-5.24,212.03,9.65,,127.33,-150.48,277.08,21.82,-81.56,21.82,-81.56,3.72,-131.51,13.25,-108.0,14.49,-107.69,-1,-1,-1
0,002439.XSHE,2011-08-13,55.51,56.4224,3.54,9.05,6.14,002439.XSHE,-1.82,-1.82,-1.6,-23.41,64.7,124.77,-24.88,-23.41,52.81,36.08,-3.92,105.06,0.47,,73.08,-48.04,193.96,8.01,106.2,8.01,106.2,9.63,9.66,-31.8,-192.93,-31.97,-204.26,-1,1,1
0,002439.XSHE,2011-10-27,56.69,53.5725,3.39,8.47,-17.4,002439.XSHE,-0.82,-0.82,-0.7,-10.42,61.05,113.53,-13.99,-10.42,42.5,30.23,-3.35,99.29,3.4,,107.97,-25.3,187.03,22.61,-1.13,22.61,-1.13,-15.42,44.38,-6742.75,55.99,-665.58,55.09,1,1,1
0,002439.XSHE,2012-03-21,72.06,59.7995,3.78,9.11,-15.54,002439.XSHE,9.1,9.1,7.64,39.22,66.77,64.2,36.79,39.22,15.42,13.92,-0.86,77.07,2.12,,87.23,66.63,186.11,16.28,209.29,16.28,209.29,17.16,913.15,11.8,1264.27,13.87,1264.25,-1,-1,-1
0,002439.XSHE,2012-04-20,51.48,51.4795,3.02,7.37,-24.79,002439.XSHE,-2.69,-2.69,-2.27,-42.61,43.95,150.04,-51.96,-42.61,47.98,45.02,-3.9,98.35,3.76,,91.82,-106.2,212.22,73.77,-72.44,73.77,-72.44,-59.01,-138.92,-349.43,-129.95,-375.41,-129.89,-1,-1,-1
0,002439.XSHE,2012-08-24,74.59,47.918,2.89,6.44,-20.23,002439.XSHE,-0.01,-0.01,-0.02,-0.26,65.69,113.88,-14.47,-0.26,51.97,25.45,-2.04,554.34,23.53,,116.67,-18.4,132.56,22.53,45.39,22.53,45.39,28.71,59.5,98.66,99.13,99.43,99.64,1,1,1
0,002439.XSHE,2012-10-25,58.32,54.2673,3.34,7.02,-55.42,002439.XSHE,-0.55,-0.55,-0.45,-3.13,55.42,106.41,-6.85,-3.13,36.58,24.22,-0.69,253.02,17.43,,88.65,11.63,-181.54,152.18,103.49,152.18,103.49,-23.4,3.73,24.16,-2397.95,25.19,-5796.0698,-1,-1,-1
0,002439.XSHE,2013-03-29,52.09,50.1845,2.49,5.21,-74.08,002439.XSHE,9.47,9.47,7.64,28.59,65.07,72.48,28.69,28.59,20.74,12.91,-0.32,80.08,3.41,,97.2,46.96,170.68,59.61,95.76,59.61,95.76,24.47,920.18,16.37,1886.49,16.09,1906.66,-1,1,1
0,002439.XSHE,2013-04-25,42.7,42.6983,2.56,4.32,111.43,002439.XSHE,-3.12,-3.2,-2.45,-36.69,69.24,153.3,-56.99,-36.69,66.43,48.75,-1.97,128.73,8.91,,132.57,-77.77,145.9,57.99,-72.72,57.99,-72.72,-73.31,-154.19,-36.03,-135.01,-36.3,-135.09,1,1,1
0,002439.XSHE,2013-08-17,64.21,55.4655,3.43,5.34,282.23,002439.XSHE,-0.28,-0.48,-0.22,-1.8,65.34,116.16,-18.02,-1.8,47.08,33.43,-0.75,216.16,24.91,,95.77,-12.71,78.69,99.94,84.0,99.94,84.0,-148.9,41.83,-1310.35,90.97,-3274.52,90.97,-1,-1,-1
0,002439.XSHE,2013-10-28,94.25,77.1952,4.84,6.61,286.97,002439.XSHE,0.75,0.62,0.59,4.43,66.59,100.19,-1.11,4.43,39.6,26.99,-0.71,-4.35,-21.28,82.8,104.93,1.21,-641.14,5.46,7.33,5.46,7.33,82.93,93.4,249.04,363.97,251.08,363.97,1,1,1
0,002439.XSHE,2014-03-31,88.01,89.906,4.96,7.61,597.42,002439.XSHE,12.06,11.28,9.05,34.0,60.42,72.63,28.91,34.0,18.05,13.2,-0.56,69.04,3.88,93.56,116.76,77.76,284.11,20.75,124.15,20.75,124.15,21.67,5945.9199,43.61,1621.42,43.95,1621.42,-1,1,1
0,002439.XSHE,2014-04-25,52.83,52.825,4.95,6.82,1471.61,002439.XSHE,-2.19,-2.53,-1.63,-23.47,63.79,145.69,-46.98,-23.47,64.47,41.83,-0.88,158.22,4.46,,114.09,-75.86,166.03,19.95,-72.9,19.95,-72.9,1.13,-144.04,23.27,-118.7,23.27,-118.7,1,1,1
