,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label_30,label_60,label_90
0,300164.XSHE,2015-10-24,-423.5,583.8056,5.28,28.62,228.86,300164.XSHE,0.72,0.59,0.55,6.59,52.14,93.5,6.5,6.59,36.7,9.57,-2.68,86.0,0.0,82.39,105.29,14.42,221.84,-50.28,19.21,-50.28,19.21,-80.67,145.22,-77.17,157.86,-64.05,153.24,-1,-1,-1
0,300164.XSHE,2016-04-22,-133.9,365.2615,3.25,49.88,-161.42,300164.XSHE,-2.24,-2.24,-1.2,-10.28,39.6,113.8,-13.8,-10.28,30.63,8.71,-0.9,92.9,0.0,,20.64,37.48,-271.54,-26.36,41.67,-26.36,41.67,-181.46,-400.91,-156.61,-320.88,-265.25,-408.72,-1,-1,-1
0,300164.XSHE,2016-04-27,-100.58,-70.31,2.44,37.47,-121.25,300164.XSHE,-1.31,-1.33,-1.11,-33.77,40.86,144.24,-44.24,-33.77,60.02,23.47,3.87,101.29,0.0,,164.75,29.57,-66.83,-51.62,-70.01,-51.62,-70.01,-225.27,3.87,-151.3,1.46,-58.66,39.1,-1,-1,-1
0,300164.XSHE,2016-08-25,-61.18,-69.4377,2.51,5.7,163.11,300164.XSHE,0.4091,-0.0012,0.178,6.2172,51.26,113.4245,-6.3712,6.2172,56.8246,21.852,-11.022,-236.3532,,-0.2931,214.6865,26.9894,-201.0459,-58.5402,-18.1453,-58.5402,-18.1453,84.5812,88.213,118.9761,115.0682,131.0563,131.0258,1,1,1
0,300164.XSHE,2016-10-28,-115.2,-75.6911,2.73,7.17,-85.67,300164.XSHE,1.4796,1.3351,0.9753,13.1851,46.497,88.4733,11.8962,13.1851,23.8098,11.3339,-1.5291,84.161,2.6974,90.2292,58.1321,-18.87,-163.7064,-12.4624,151.7009,-12.4624,151.7009,60.2415,569.9677,75.0599,433.7929,126.6236,288.5114,1,1,1
0,300164.XSHE,2017-03-31,-238.5,-98.0674,3.08,9.66,129.08,300164.XSHE,0.8913,0.8509,0.516,6.96,45.0382,95.4341,7.1558,6.96,36.5572,3.3824,-6.8346,60.904,34.5467,95.474,61.451,-16.2185,-355.2129,-32.7589,8.8261,-32.7589,8.8261,134.8596,-34.539,145.5295,-42.5544,147.5419,-35.2349,-1,-1,-1
0,300164.XSHE,2017-04-27,174.98,174.9754,2.58,9.62,-22.43,300164.XSHE,-0.9239,-0.9938,-0.8849,-15.9412,38.0155,121.4344,-21.22,-15.9412,46.3124,12.0618,1.7782,106.3133,-1.0635,107.5764,88.4248,-37.6514,175.6585,76.7069,-21.1881,76.7069,-21.1881,15.2507,-333.7122,16.5944,-280.5115,19.0307,-203.7175,1,1,1
0,300164.XSHE,2017-08-11,122.1192,140.0471,2.0286,6.8392,-16.9235,300164.XSHE,1.1715,0.6753,0.761,8.4383,44.3024,96.8558,5.1055,8.4383,29.6241,7.7491,4.2843,29.2423,18.2408,57.6454,51.5982,-21.174,-673.4353,253.9183,63.9431,253.9183,63.9431,383.6051,139.4441,380.3555,186.7818,238.5213,229.7147,-1,-1,-1
,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label_30,label_60,label_90
0,300165.XSHE,2011-04-23,48.83,51.8977,2.96,14.96,-100.92,300165.XSHE,2.47,2.47,2.07,27.56,70.73,81.32,18.68,27.56,26.75,25.37,-0.93,59.21,0.0,,94.35,-3.2,-17.15,20.76,8.19,20.76,8.19,-19.65,1874.5601,3.27,210.23,3.27,210.23,-1,-1,-1
0,300165.XSHE,2011-08-24,37.44,37.734,2.16,10.05,2.62,300165.XSHE,2.76,2.76,2.31,27.22,68.93,77.45,22.55,27.22,23.57,21.26,-0.39,72.13,0.0,,109.57,29.23,129.64,18.88,13.17,18.88,13.17,-20.06,36.64,4.26,11.77,4.26,11.77,-1,1,1
0,300165.XSHE,2011-10-25,35.54,36.2296,2.03,9.25,2.54,300165.XSHE,3.12,3.12,2.63,31.53,69.59,63.87,36.13,31.53,29.29,18.51,-15.36,99.84,0.0,,103.6,22.9,63.39,-9.31,-0.85,-9.31,-0.85,-1.67,58.84,-20.41,14.86,-20.41,14.86,1,1,1
0,300165.XSHE,2012-04-12,34.14,31.9772,1.79,8.39,2.26,300165.XSHE,2.22,2.22,1.88,25.02,70.46,82.06,17.94,25.02,36.14,23.44,-12.45,56.88,0.0,,136.47,-7.93,-44.2,10.15,-9.26,10.15,-9.26,1831.36,-54.94,186.77,-28.0,186.77,-28.0,1,1,1
0,300165.XSHE,2012-04-24,29.83,25.679,1.55,7.33,1.97,300165.XSHE,0.97,0.97,0.89,18.61,67.98,83.15,16.85,18.61,33.29,20.79,-3.97,78.27,0.0,,86.6,-5.9,-35.03,3.93,2.08,3.93,2.08,-6.21,-4.11,-29.81,-24.07,-29.81,-24.07,-1,-1,-1
0,300165.XSHE,2012-08-24,28.86,26.8712,1.6,7.43,467.03,300165.XSHE,0.81,0.81,0.74,16.17,67.32,88.35,11.65,16.17,39.69,23.3,-11.58,64.73,0.0,,117.67,7.6,65.21,-12.88,-5.14,-12.88,-5.14,-54.98,-34.41,-48.25,-17.6,-48.25,-17.6,-1,1,1
0,300165.XSHE,2012-10-24,28.43,22.9277,1.4,6.56,-95.47,300165.XSHE,0.63,0.63,0.57,11.25,65.76,91.75,8.25,11.25,41.55,18.75,-4.49,61.2,0.0,,99.81,-3.23,-39.21,-2.27,11.23,-2.27,11.23,-77.69,-21.29,-65.13,-22.6,-65.13,-22.6,-1,-1,-1
0,300165.XSHE,2013-04-12,35.45,21.7354,1.3,6.26,-61.55,300165.XSHE,1.86,1.86,1.7,32.48,63.98,67.98,32.02,32.48,32.8,20.58,-26.08,79.8,0.0,,138.0,26.73,83.46,11.83,3.83,11.83,3.83,99.59,303.2,45.17,199.77,45.17,199.77,-1,1,1
0,300165.XSHE,2013-04-23,40.72,35.1779,1.49,7.19,-70.69,300165.XSHE,1.0,0.63,0.93,17.55,66.52,87.08,12.92,17.55,37.37,21.16,-5.79,62.74,0.0,62.86,74.92,-29.34,-226.98,10.52,0.89,10.52,0.89,-15.25,-59.28,4.19,-45.5,4.19,-45.5,1,1,1
0,300165.XSHE,2013-08-22,40.99,41.3812,1.74,8.01,-101.35,300165.XSHE,0.84,0.01,0.78,16.35,59.54,84.06,15.94,16.35,39.63,22.72,-19.04,76.98,0.0,1.06,121.24,-9.88,-61.99,4.82,-10.04,4.82,-10.04,43.34,10.93,6.02,-16.16,6.02,-16.16,-1,-1,-1
0,300165.XSHE,2013-10-24,40.53,41.3812,1.72,7.93,-100.43,300165.XSHE,1.22,0.83,1.12,19.89,65.26,84.5,15.5,19.89,31.75,21.82,-6.55,68.64,0.0,67.87,102.55,1.26,8.11,12.22,19.09,12.22,19.09,110.99,15.86,98.41,44.84,98.41,44.84,-1,1,1
0,300165.XSHE,2014-02-21,47.3,55.0802,2.27,10.24,-133.67,300165.XSHE,0.88,-0.02,0.79,14.36,59.88,90.39,9.61,14.36,31.95,27.83,-14.08,52.47,0.0,-2.04,133.81,16.97,176.54,6.37,-1.58,6.37,-1.58,-68.07,-38.98,-52.99,-28.97,-51.88,-27.29,1,1,1
0,300165.XSHE,2014-04-25,62.74,62.7395,2.43,10.76,-64.05,300165.XSHE,0.97,0.45,0.9,19.13,62.69,82.41,17.59,19.13,34.05,22.14,-12.08,78.14,0.0,46.26,88.79,-18.99,-107.96,-10.18,-14.81,-10.18,-14.81,22.28,55.92,-2.06,13.55,-1.11,12.0,-1,-1,-1
0,300165.XSHE,2014-08-20,54.79,54.6352,2.11,9.62,-49.42,300165.XSHE,0.51,0.05,0.46,11.07,59.55,92.4,7.6,11.07,30.87,31.9,-13.16,57.74,0.0,9.42,123.71,22.86,300.68,-11.05,-10.91,-11.05,-10.91,-57.57,-61.5,-39.76,-48.43,-38.36,-47.74,1,1,1
0,300165.XSHE,2014-10-22,79.95,73.1869,2.78,13.22,-368.4,300165.XSHE,1.49,0.48,1.34,28.78,58.01,86.05,13.95,28.78,31.43,24.06,-12.48,43.48,0.0,32.18,106.69,5.77,41.36,-16.13,12.28,-16.13,12.28,-24.55,106.0,21.37,191.82,25.97,196.03,-1,-1,-1
0,300165.XSHE,2015-03-13,60.64,60.3688,2.28,11.42,-6668.8501,300165.XSHE,0.48,-0.11,0.43,9.95,61.71,93.68,6.32,9.95,31.04,29.62,-13.67,39.97,0.0,-22.92,145.29,41.98,664.29,-21.57,-7.97,-21.57,-7.97,-48.45,-58.31,-45.64,-68.19,-44.53,-67.99,-1,1,1
0,300165.XSHE,2015-04-23,82.91,82.91,2.78,14.98,216.94,300165.XSHE,0.89,0.4,0.82,18.48,63.32,83.93,16.07,18.48,30.15,28.65,-12.57,72.95,0.0,45.22,91.84,-14.0,-87.08,-3.78,4.53,-3.78,4.53,-12.08,165.9,-7.06,94.13,-5.5,90.83,1,1,1
0,300165.XSHE,2015-08-07,163.02,160.5111,5.45,29.29,116.37,300165.XSHE,0.97,0.43,0.86,18.38,57.87,81.29,18.71,18.38,22.94,23.06,-12.32,82.87,0.0,44.7,101.25,-8.01,-42.81,16.85,8.18,16.85,8.18,187.61,25.93,93.93,7.6,94.59,7.6,-1,1,1
0,300165.XSHE,2015-10-23,72.25,81.1557,2.75,14.24,-95.36,300165.XSHE,0.88,0.3,0.79,16.71,57.25,86.27,13.73,16.71,31.08,23.06,-14.46,71.25,0.0,34.09,111.1,-13.72,-99.98,5.1,0.99,5.1,0.99,3.44,-25.91,-38.97,-8.16,-40.1,-8.87,1,1,1
0,300165.XSHE,2016-04-22,127.03,120.5795,4.06,20.89,-19.98,300165.XSHE,0.33,-0.23,0.26,4.35,46.96,104.13,-0.64,4.35,22.29,25.03,-4.26,-53.02,44.86,-69.47,113.76,21.13,-511.47,49.03,30.5,49.03,30.5,-114.99,-106.04,-34.86,-66.05,-29.32,-62.23,1,1,1
0,300165.XSHE,2016-04-22,89.97,94.0039,2.87,14.8,-14.15,300165.XSHE,0.97,0.44,0.81,16.26,56.9,85.52,15.48,16.26,28.61,22.97,-10.0,73.84,5.13,45.22,94.28,-34.0,-234.84,22.89,-13.8,22.89,-13.8,18.37,2199.99,8.11,222.2,9.73,196.26,1,1,1
0,300165.XSHE,2016-08-17,107.02,110.0607,3.32,14.82,-14.71,300165.XSHE,1.4562,0.8729,1.2296,22.3982,54.5501,84.2262,18.3002,22.3982,22.2394,19.0097,-6.4131,66.2636,10.6131,59.9434,100.5048,-13.498,-85.5723,25.7289,10.6762,25.7289,10.6762,22.961,30.8156,53.214,52.4981,53.7377,50.7578,-1,-1,-1
0,300165.XSHE,2016-10-26,92.7,110.9754,3.35,14.13,-16.81,300165.XSHE,1.0699,0.4451,0.8866,15.3287,50.2753,90.3302,10.7932,15.3287,23.0701,22.7423,-6.4419,52.8537,6.1406,41.597,121.5068,2.4769,25.615,32.8087,6.678,32.8087,6.678,4.4193,-37.0826,21.7987,-26.9923,24.5847,-26.1528,-1,-1,-1
0,300165.XSHE,2017-04-25,80.18,101.6258,3.03,12.09,-101.11,300165.XSHE,0.2012,-0.159,0.1297,1.6968,42.2901,103.2582,-1.6091,1.6968,22.8289,17.1057,-4.0686,-127.5194,64.5438,-79.0143,64.1434,6.428,-197.2857,48.6026,46.0201,48.6026,46.0201,-276.2589,-121.769,-42.0162,-83.8362,-37.5848,-81.0764,-1,-1,-1
0,300165.XSHE,2017-04-25,90.54,90.5384,3.08,11.26,-102.52,300165.XSHE,1.1475,0.7946,0.8373,14.8899,54.3646,86.4223,14.0159,14.8899,25.642,19.7742,-5.6091,72.9216,2.3535,69.2426,111.3949,-24.806,-182.6968,35.6649,-21.3089,35.6649,-21.3089,22.8112,785.4397,24.2668,590.5231,20.9998,474.3379,-1,-1,-1
,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label_30,label_60,label_90
0,300166.XSHE,2011-04-27,51.47,51.4747,3.35,17.9,196.77,300166.XSHE,3.71,3.71,3.5,36.57,62.72,60.0,40.0,36.57,3.23,17.83,-0.62,95.02,0.0,,70.94,-16.71,-41.78,6.99,-22.82,6.99,-22.82,11.93,-22.82,13.9,-29.8,13.9,-29.8,-1,-1,1
0,300166.XSHE,2011-08-16,40.38,42.0153,2.78,14.32,3.28,300166.XSHE,2.68,2.68,2.55,27.76,43.32,73.99,26.01,27.76,4.66,23.27,-13.1,80.39,0.0,,111.36,20.81,80.02,67.12,-5.93,67.12,-5.93,231.21,-38.84,80.39,-28.59,80.39,-28.59,-1,1,1
0,300166.XSHE,2011-10-22,38.47,44.08,2.88,13.45,3.61,300166.XSHE,2.11,2.11,2.0,27.76,49.65,69.47,30.53,27.76,9.84,19.06,-12.98,99.2,0.0,,117.52,-4.87,-15.96,95.14,-20.63,95.14,-20.63,198.78,-6.84,75.76,-20.63,75.76,-20.63,1,1,1
0,300166.XSHE,2012-01-20,47.98,58.8598,3.85,16.32,4.9,300166.XSHE,6.62,6.62,5.95,33.76,53.38,66.82,33.18,33.76,5.65,16.69,-5.04,81.71,0.0,,83.57,21.36,64.38,54.07,167.39,54.07,167.39,27.83,190.68,29.37,225.14,29.37,225.14,1,1,1
0,300166.XSHE,2012-04-24,36.86,36.8626,3.16,11.87,4.37,300166.XSHE,2.32,2.32,2.15,26.36,51.02,69.71,30.29,26.36,4.23,19.43,-5.37,100.0,0.0,,77.74,-18.2,-60.09,55.75,-21.98,55.75,-21.98,17.96,-28.77,12.27,-39.08,12.27,-39.08,-1,-1,-1
0,300166.XSHE,2012-07-26,31.53,32.4728,2.76,9.34,-25.46,300166.XSHE,1.55,1.55,1.46,19.4,43.83,76.73,23.27,19.4,5.0,14.58,-4.32,96.19,0.0,,101.26,-38.78,-166.63,50.96,-8.83,50.96,-8.83,35.07,-29.97,5.48,-32.91,5.48,-32.91,1,1,1
0,300166.XSHE,2012-10-26,28.84,29.9684,2.51,7.9,-9.95,300166.XSHE,1.65,1.65,1.56,17.58,36.88,81.33,18.67,17.58,6.65,13.67,-4.08,94.69,0.0,,105.38,-34.85,-186.66,126.14,18.9,126.14,18.9,38.32,-4.61,43.19,7.75,43.19,7.75,-1,-1,-1
0,300166.XSHE,2013-04-20,23.53,25.853,2.03,5.85,-7.7,300166.XSHE,4.73,4.73,4.39,24.64,49.5,71.18,28.82,24.64,7.91,13.13,-1.5,97.36,0.0,,72.63,32.28,111.99,76.95,109.23,76.95,109.23,53.69,222.98,29.17,193.3,29.17,193.3,1,1,1
0,300166.XSHE,2013-04-20,28.43,25.415,2.45,7.07,-9.3,300166.XSHE,2.39,2.35,2.25,20.04,46.75,76.85,22.44,20.04,4.67,20.37,-1.71,100.93,-3.11,98.48,75.05,-49.19,-212.44,48.71,-34.43,48.71,-34.43,10.16,-48.95,13.04,-46.69,13.04,-46.69,1,1,1
0,300166.XSHE,2013-07-24,28.01,28.9097,2.72,5.96,-8.84,300166.XSHE,1.49,1.43,1.41,10.28,38.17,91.2,8.38,10.28,4.38,25.3,-1.47,83.72,-4.0,96.2,96.47,-28.29,-321.28,99.39,22.24,99.39,22.24,-28.17,-54.33,5.69,-37.27,6.43,-36.83,1,1,1
0,300166.XSHE,2013-10-24,41.68,43.277,3.9,7.74,-25.19,300166.XSHE,1.73,1.52,1.64,12.45,38.79,86.94,12.56,12.45,7.93,19.0,-1.37,85.89,-3.29,87.58,71.84,-8.49,-64.97,62.89,-2.86,62.89,-2.86,9.62,45.58,15.37,17.62,15.96,17.4,-1,1,1
0,300166.XSHE,2014-04-25,49.02,52.1565,3.64,8.46,-27.47,300166.XSHE,5.52,5.18,5.02,28.81,51.34,71.79,27.94,28.81,7.23,15.09,-0.49,94.79,-0.92,93.92,75.68,24.55,87.03,23.56,58.71,23.56,58.71,19.76,252.88,44.48,267.28,45.0,266.76,-1,1,1
0,300166.XSHE,2014-04-25,64.54,53.8454,4.69,11.13,-36.17,300166.XSHE,2.11,2.08,1.82,22.23,56.39,76.31,23.27,22.23,7.41,25.1,-0.43,95.85,-1.7,98.88,132.69,7.91,33.39,8.29,-42.53,8.29,-42.53,12.28,-52.14,20.16,-55.66,21.72,-55.25,-1,1,1
0,300166.XSHE,2014-07-23,51.63,103.001,4.62,10.22,93.43,300166.XSHE,1.44,1.35,1.24,12.05,41.76,90.34,9.24,12.05,6.0,23.08,0.25,81.7,-3.57,93.32,93.84,-8.83,-91.39,12.77,27.29,12.77,27.29,24.25,-49.46,32.16,-31.0,33.21,-30.87,-1,-1,-1
0,300166.XSHE,2014-10-24,67.98,73.6831,6.2,13.59,270.59,300166.XSHE,1.38,0.98,1.17,13.38,39.8,90.55,9.03,13.38,8.03,21.81,-0.06,66.0,-2.91,70.99,98.56,1.34,14.21,0.21,-13.68,0.21,-13.68,-27.97,-15.6,7.66,-4.18,9.39,-3.59,1,1,1
0,300166.XSHE,2015-03-24,79.05,86.7637,5.23,15.99,-1322.23,300166.XSHE,6.75,6.85,5.75,29.0,51.53,67.28,32.51,29.0,5.43,11.46,-0.07,101.45,-0.67,101.41,70.34,29.95,91.51,75.47,177.89,75.47,177.89,104.17,900.18,76.62,502.52,75.94,489.85,-1,1,1
0,300166.XSHE,2015-04-25,114.26,114.2564,9.3,25.19,-485.0,300166.XSHE,1.52,1.52,1.29,19.26,48.42,81.91,17.71,19.26,5.44,24.33,-0.18,84.22,-1.76,100.31,111.69,-41.93,-231.83,28.65,-57.87,28.65,-57.87,-2.08,-77.05,11.47,-72.01,11.17,-71.72,1,1,1
0,300166.XSHE,2015-08-26,147.01,149.6238,12.11,31.57,-184.02,300166.XSHE,1.96,1.89,1.65,18.19,46.42,82.84,16.89,18.19,6.37,20.54,-0.12,81.29,-1.27,96.82,81.84,-2.28,-13.3,40.89,39.4,40.89,39.4,157.59,32.94,112.7,31.65,108.25,29.51,1,1,1
0,300166.XSHE,2015-10-27,107.92,122.6732,9.92,24.02,-320.64,300166.XSHE,1.84,1.77,1.47,16.63,47.47,84.5,15.02,16.63,6.82,21.47,1.21,87.33,-2.69,96.28,102.87,-16.79,-108.35,67.97,2.91,67.97,2.91,179.31,-8.48,108.8,-5.94,104.81,-5.19,-1,-1,-1
0,300166.XSHE,2016-04-23,106.92,133.5075,10.61,23.68,-1358.83,300166.XSHE,8.6,8.38,6.18,31.26,46.74,69.37,30.75,31.26,4.81,10.29,0.52,91.77,0.36,97.47,73.66,37.79,123.4,57.13,159.96,57.13,159.96,48.63,432.22,69.36,388.71,69.92,389.36,1,1,1
0,300166.XSHE,2016-04-26,80.84,59.8735,8.02,17.91,-1027.4,300166.XSHE,1.78,1.76,1.18,18.03,50.36,81.64,18.2,18.03,5.66,23.99,1.84,91.54,-0.78,98.87,114.26,-62.14,-338.52,49.44,-59.93,49.44,-59.93,53.58,-76.28,39.89,-76.88,38.93,-76.88,1,1,1
