,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label_30,label_60,label_90
0,300469.XSHE,2016-10-18,153.44,155.5762,18.81,12.24,-85.89,300469.XSHE,3.545,3.2855,1.8126,11.7579,47.0876,87.6361,12.3639,11.7579,8.8263,23.0488,1.7573,91.9623,,92.6795,80.2311,-18.2835,-147.8785,33.1265,-18.0388,33.1265,-18.0388,5.7337,108.2727,9.8591,57.0757,31.2102,39.6647,-1,-1,-1
0,300469.XSHE,2017-03-31,130.69,143.0923,13.08,10.62,-242.06,300469.XSHE,6.5962,7.388,3.6046,13.6975,42.1227,88.668,11.332,13.6975,4.0362,20.5903,0.838,81.019,,112.0032,135.0611,73.0117,644.2943,2.7015,89.8664,2.7015,89.8664,-2.7677,74.0211,-21.7513,121.1873,-29.25,120.3892,-1,-1,-1
0,300469.XSHE,2017-04-27,155.86,155.8604,10.35,8.98,-96.94,300469.XSHE,-4.71,-3.8118,-2.4582,-44.676,44.9374,153.7658,-53.7658,-44.676,29.3049,64.3721,4.0721,101.3731,,80.929,76.9094,-201.804,375.3393,21.3385,-78.2484,21.3385,-78.2484,-0.7657,-203.2022,1.4992,-170.9455,0.5919,-172.8536,-1,-1,-1
,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label_30,label_60,label_90
0,300470.XSHE,2015-08-06,59.59,57.0846,6.69,14.2,308.86,300470.XSHE,3.09,2.73,2.46,21.57,54.68,78.87,21.13,21.57,14.43,16.27,-0.03,87.8,0.0,88.52,56.51,-0.78,-3.67,-8.05,-5.89,-8.05,-5.89,-18.13,-4.45,-14.49,2.7,-14.49,2.7,-1,1,1
0,300470.XSHE,2015-10-23,42.06,38.9363,4.56,9.87,8.7,300470.XSHE,3.32,3.26,2.69,21.37,59.07,74.56,25.54,21.37,16.16,14.74,-1.23,98.18,0.41,98.14,44.58,-6.41,-25.19,-11.05,10.55,-11.05,10.55,-18.63,33.61,-21.0,9.51,-21.0,9.51,1,1,1
0,300470.XSHE,2016-04-14,77.83,67.7336,7.75,17.72,18.55,300470.XSHE,5.25,4.63,4.31,40.24,66.12,58.76,41.75,40.24,17.82,17.45,-6.51,87.92,1.1,88.12,99.12,35.11,85.14,-17.88,-13.77,-17.88,-13.77,9.33,40.96,18.57,62.37,18.57,62.37,-1,-1,-1
0,300470.XSHE,2016-04-14,65.46,61.703,6.52,14.9,15.61,300470.XSHE,1.97,1.82,1.74,19.93,50.87,78.59,21.83,19.93,13.69,13.16,-2.41,91.95,1.8,92.53,52.5,-1.25,-5.83,-3.55,7.51,-3.55,7.51,1.14,-43.8,-2.74,-46.74,-2.74,-46.74,-1,-1,-1
0,300470.XSHE,2016-08-27,63.59,63.2365,6.31,16.19,14.88,300470.XSHE,2.4115,2.3034,2.1389,23.763,55.2081,73.9826,26.2975,23.763,15.1086,14.0223,-3.3817,95.6762,1.0303,95.5182,81.9917,28.8628,110.9368,7.713,5.0951,7.713,5.0951,34.0352,26.6252,18.6478,25.2867,18.6478,25.2867,-1,-1,-1
0,300470.XSHE,2016-10-27,52.8,54.5425,5.31,13.71,-113.27,300470.XSHE,2.8644,2.7487,2.5315,28.5989,62.5106,67.7989,32.5621,28.5989,14.9512,14.9514,-4.4239,95.8679,1.0746,95.9604,55.1558,14.0061,43.4958,-2.2009,0.3759,-2.2009,0.3759,24.684,24.2872,30.8849,20.803,30.8849,20.803,-1,-1,-1
0,300470.XSHE,2017-04-25,51.82,57.1416,5.51,14.44,65.64,300470.XSHE,4.2911,3.5553,3.5256,44.2676,65.0786,56.6066,43.4823,44.2676,14.8118,11.9287,-3.2405,82.8694,0.1698,82.8524,108.4208,41.1994,94.9439,12.435,-0.865,12.435,-0.865,17.0942,32.3817,23.6949,53.4491,24.0115,53.8419,-1,-1,-1
0,300470.XSHE,2017-04-25,44.01,44.0077,5.05,12.88,60.21,300470.XSHE,1.8964,1.8358,1.4279,17.4828,53.8705,79.5013,20.6561,17.4828,13.3529,12.6077,1.5034,96.7685,0.743,96.8029,62.9305,3.4209,16.6882,20.473,15.1995,20.473,15.1995,14.0146,-45.275,5.6631,-54.5037,6.1148,-54.4259,-1,-1,-1
,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label_30,label_60,label_90
0,300471.XSHE,2015-08-17,51.95,50.1151,6.78,9.32,-214.58,300471.XSHE,4.16,4.16,2.24,14.18,43.93,84.14,15.78,14.18,9.22,16.13,0.51,93.58,-0.45,,47.75,-13.29,-83.78,20.7,76.99,20.7,76.99,50.56,39.47,58.03,48.54,58.03,48.54,-1,1,1
0,300471.XSHE,2015-10-23,37.49,39.2094,5.3,6.95,13.61,300471.XSHE,5.38,5.04,3.06,20.82,44.28,79.68,20.42,20.82,8.86,12.81,-0.59,84.67,0.45,93.65,54.3,6.63,32.62,6.09,-1.47,6.09,-1.47,12.35,27.48,18.47,44.67,18.47,44.67,1,1,1
0,300471.XSHE,2016-04-26,56.1,61.463,7.1,10.73,15.04,300471.XSHE,5.16,4.82,2.74,13.21,40.48,87.88,12.29,13.21,8.0,19.14,-0.35,79.96,1.17,93.42,89.86,53.91,444.98,26.57,45.3,26.57,45.3,-33.63,-12.55,-27.64,-7.79,-27.64,-7.79,-1,-1,-1
0,300471.XSHE,2016-04-27,42.24,47.0724,5.35,8.08,11.33,300471.XSHE,0.5,-0.31,0.31,4.39,40.89,101.34,-1.34,4.39,11.41,29.32,-0.07,-22.54,0.0,-61.85,56.48,-105.62,7868.3799,3.58,-59.12,3.58,-59.12,-106.94,-104.46,-73.1,-86.43,-72.5,-86.12,-1,-1,-1
0,300471.XSHE,2016-08-16,45.03,40.0916,4.74,6.33,10.91,300471.XSHE,3.5034,3.208,2.339,17.5318,43.9476,85.183,14.7629,17.5318,8.9793,16.0448,-0.3973,73.6156,,91.5685,49.8884,1.9995,13.4949,6.1355,81.3552,6.1355,81.3552,-0.7367,2094.4487,31.2242,624.7231,30.9875,607.5731,-1,-1,-1
0,300471.XSHE,2016-10-28,38.61,37.064,4.45,5.76,-53.46,300471.XSHE,1.9703,1.7838,1.3395,10.5552,38.7376,91.1511,8.9887,10.5552,9.602,18.9166,-0.163,71.0949,1.123,90.5314,58.6412,-10.346,-116.9182,1.6211,-5.6621,1.6211,-5.6621,-55.2755,-42.5605,-48.4827,-43.2029,-47.4949,-42.0093,1,1,1
0,300471.XSHE,2017-04-18,45.17,36.3955,4.06,5.63,-13.68,300471.XSHE,4.7756,4.3445,3.439,14.1811,27.2809,86.5246,13.674,14.1811,5.9989,5.4552,-0.5685,79.5291,1.1717,90.9733,62.6015,17.7285,131.5619,40.1152,100.3387,40.1152,100.3387,55.8599,204.7643,50.3719,169.1595,47.3957,158.8686,-1,-1,-1
0,300471.XSHE,2017-04-21,42.9,42.9045,4.53,5.5,-15.3,300471.XSHE,0.5595,0.4098,0.3608,4.8616,39.2631,93.5264,6.4736,4.8616,10.7625,20.9182,-0.1264,78.9144,,73.2392,141.3388,-50.4816,-779.809,7.4125,-68.6618,7.4125,-68.6618,617.9906,-85.1637,19.0284,-89.2566,28.6186,-87.8914,-1,-1,-1
,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label_30,label_60,label_90
0,300472.XSHE,2015-08-06,69.12,89.1689,8.45,13.53,-210.19,300472.XSHE,3.0,2.27,2.0,15.39,36.82,89.29,10.71,15.39,1.34,18.37,0.15,60.69,0.0,75.81,45.47,9.08,84.78,-33.82,25.32,-33.82,25.32,-71.75,-19.79,-53.46,30.42,-53.46,30.42,-1,-1,-1
0,300472.XSHE,2015-10-24,68.35,69.1305,6.55,11.95,15.94,300472.XSHE,0.05,-0.1,0.03,0.36,22.67,99.63,1.17,0.36,1.7,20.58,-1.34,14.74,32.07,-187.89,90.88,-28.32,-7685.0,139.41,-26.71,139.41,-26.71,-70.4,-91.99,-89.55,-98.29,-89.55,-98.29,1,1,1
0,300472.XSHE,2016-03-18,115.11,112.3539,10.64,17.4,31.74,300472.XSHE,3.62,2.95,2.4,13.44,30.85,89.86,10.57,13.44,1.65,12.06,-1.24,75.47,3.18,81.64,38.34,15.14,149.32,-10.23,92.01,-10.23,92.01,-59.35,1634.61,-45.18,7099.9502,-45.18,7099.9502,-1,-1,-1
0,300472.XSHE,2016-04-27,125.21,125.2099,8.42,14.74,129.85,300472.XSHE,0.37,0.28,0.28,4.01,31.62,96.3,4.62,4.01,1.64,23.7,-0.69,77.88,19.38,74.32,53.58,-85.78,-2320.6101,-20.89,-55.14,-20.89,-55.14,-78.17,-80.41,-78.53,-86.6,-78.34,-86.48,-1,-1,-1
0,300472.XSHE,2016-08-19,156.12,124.9853,8.5,15.37,33.98,300472.XSHE,0.4295,0.3596,0.324,4.9423,38.1533,97.7447,2.2553,4.9423,1.9163,30.1377,-1.1063,37.4325,,83.7228,127.0462,11.5581,512.4952,-40.6893,-6.0409,-40.6893,-6.0409,-87.5063,-54.099,-80.9568,15.6709,-80.9417,14.7547,1,1,1
0,300472.XSHE,2016-10-28,242.59,129.0286,8.74,17.78,-42.46,300472.XSHE,0.5138,0.3295,0.3891,5.6913,40.2654,94.046,5.954,5.6913,3.2768,27.7377,1.4502,72.797,,64.1341,33.6023,-84.9857,-1427.3788,-8.5835,12.9617,-8.5835,12.9617,365.2727,198.2225,1351.951,30.0801,1243.3154,20.252,1,1,1
0,300472.XSHE,2017-03-13,230.35,138.7404,9.34,19.48,-71.71,300472.XSHE,2.9688,2.7252,1.888,9.5852,34.6155,90.9061,9.1721,9.5852,1.0908,11.6312,0.0227,88.568,0.7622,91.7948,37.3104,9.7686,107.4201,51.5141,218.239,51.5141,218.239,31.4989,390.2484,8.0851,435.9733,9.7408,488.1923,-1,1,1
0,300472.XSHE,2017-04-27,233.88,233.8842,9.82,17.29,-146.86,300472.XSHE,0.6419,0.621,0.3477,4.7806,35.456,93.4051,6.5949,4.7806,2.1798,23.896,2.3027,96.8297,,96.746,124.3618,-6.6991,-101.5801,27.7452,-62.18,27.7452,-62.18,82.4888,-72.8069,52.1175,-81.1374,77.8992,-78.0825,-1,-1,-1
,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label_30,label_60,label_90
0,300473.XSHE,2015-08-15,49.28,49.2818,4.58,9.84,95.22,300473.XSHE,4.86,4.86,3.61,25.39,43.3,71.57,28.43,25.39,6.2,6.65,-0.84,93.54,0.0,,52.33,12.15,42.73,,12.25,,12.25,,51.7,,63.27,,58.03,-1,1,1
0,300473.XSHE,2015-10-24,34.19,35.0199,3.26,6.99,6.42,300473.XSHE,3.54,3.5,2.64,22.62,42.18,73.13,26.87,22.62,6.59,8.24,-0.59,98.76,0.0,98.85,105.18,44.51,165.65,0.16,-16.65,0.16,-16.65,17.15,-21.23,7.97,-25.74,5.4,-25.96,1,1,1
0,300473.XSHE,2016-04-09,63.88,66.3723,6.02,13.24,11.49,300473.XSHE,1.14,1.13,0.74,8.57,30.5,88.92,11.08,8.57,1.32,14.38,-3.21,98.32,0.0,98.27,111.91,2.36,21.29,17.86,-25.74,17.86,-25.74,-7.16,-69.38,-14.7,-71.86,-12.01,-67.42,-1,1,1
0,300473.XSHE,2016-04-23,55.37,56.0652,5.22,11.48,9.96,300473.XSHE,1.73,1.7,1.4,17.61,38.78,78.99,21.01,17.61,7.16,10.69,-1.43,97.15,0.0,98.18,125.11,57.37,273.05,-18.17,17.78,-18.17,17.78,-18.28,123.29,-17.45,141.94,-22.04,104.55,1,1,1
0,300473.XSHE,2016-08-25,53.46,50.6099,4.6,10.58,10.1,300473.XSHE,2.4252,2.1618,1.9612,23.1138,39.0,74.8987,25.1013,23.1138,3.916,10.4148,-0.4819,89.7759,,89.1411,98.8236,19.8827,79.2097,-21.8319,7.2264,-21.8319,7.2264,-30.9958,28.1023,-28.8512,40.7177,-31.5661,38.7192,1,1,1
0,300473.XSHE,2016-10-27,63.34,52.3174,4.94,11.75,-64.82,300473.XSHE,1.8591,1.7455,1.4761,21.9584,39.8806,74.9106,25.0894,21.9584,3.6423,15.5757,-3.7928,93.9933,,93.8897,143.1261,65.5744,261.3631,-26.2359,-21.3455,-26.2359,-21.3455,-31.1329,-21.3829,-28.4039,-25.2772,-29.858,-24.1147,-1,-1,-1
0,300473.XSHE,2017-04-22,76.24,56.521,5.24,13.7,-76.67,300473.XSHE,1.3323,1.2519,1.059,11.3397,36.8181,90.5168,9.4832,11.3397,8.0465,19.4737,-1.3673,91.6927,,93.9627,88.2494,-2.5996,-27.4131,40.8471,41.7945,40.8471,41.7945,20.5199,-46.4051,86.2851,-26.7749,56.7992,-27.1784,-1,-1,-1
0,300473.XSHE,2017-04-22,56.06,56.0636,4.4,10.54,-64.36,300473.XSHE,1.9744,1.9798,1.5085,17.4772,39.1287,78.8186,21.1814,17.4772,6.275,11.9124,-1.3637,99.5436,,100.2734,84.2392,-3.7415,-17.664,18.5271,-0.8864,18.5271,-0.8864,19.4898,121.3775,17.6158,52.758,15.4153,50.5598,-1,-1,-1
0,300473.XSHE,2017-08-09,43.9173,45.5268,3.3038,7.6754,-213.8794,300473.XSHE,2.1545,1.7996,1.1251,5.5619,29.926,92.7441,7.2559,5.5619,2.7167,16.9956,2.6656,87.2784,,83.5281,121.4787,18.6481,257.007,280.233,243.9806,280.233,243.9806,9.9117,17.8339,-8.504,9.4675,-7.9857,10.5932,-1,-1,-1
